Date_Time,XRS_B_Flux,Flare_Class
2014-05-24 09:14:00,1.525232278254407e-06,C1.5
2014-05-24 09:20:00,1.2014348840239109e-06,
2014-05-24 09:25:00,9.657571808929788e-07,
2014-05-24 10:03:00,6.674137580375827e-07,
2014-05-24 10:09:00,9.460308660891315e-07,B9.4
2014-05-24 10:15:00,7.812121793904225e-07,
2014-05-24 10:26:00,6.658390816483006e-07,
2014-05-24 12:26:00,8.349404652108205e-07,
2014-05-24 12:30:00,1.1172087397426367e-06,C1.1
2014-05-24 12:32:00,1.1022841590602184e-06,
2014-05-24 12:39:00,1.263858393940609e-06,C1.2
2014-05-24 12:48:00,1.247757154487772e-06,
2014-05-24 13:02:00,1.6433306200269726e-06,C1.6
2014-05-24 13:15:00,1.352760932604724e-06,
2014-05-24 13:19:00,1.2238865565450396e-06,
2014-05-24 17:45:00,1.0154623169000843e-06,
2014-05-24 17:52:00,1.5064143781273742e-06,C1.5
2014-05-24 17:57:00,1.2226666967762867e-06,
2014-05-24 18:15:00,1.013515657177777e-06,
2014-05-24 18:24:00,1.002121052806615e-06,
2014-05-24 18:35:00,1.9967728803749196e-05,M1.9
2014-05-24 18:45:00,8.961214916780591e-06,
2014-05-24 20:11:00,9.945680403689039e-07,
2014-05-24 20:15:00,9.346276215183025e-07,
2014-05-24 20:24:00,1.6935549638219527e-06,C1.6
2014-05-24 20:33:00,1.2136340501456289e-06,
2014-05-24 20:40:00,9.18258251658699e-07,
2014-05-24 22:35:00,1.0620528883009683e-06,
2014-05-24 22:50:00,1.896346816465666e-06,C1.8
2014-05-24 23:08:00,1.4090804825173109e-06,
2014-05-24 23:43:00,1.051281174113683e-06,
2014-05-25 00:04:00,8.112743330457306e-07,
2014-05-25 00:11:00,1.2060734206897905e-06,C1.2
2014-05-25 00:18:00,9.909223308568471e-07,
2014-05-25 00:23:00,8.541098281966697e-07,
2014-05-25 05:50:00,6.151876732474193e-07,
2014-05-25 06:00:00,1.038135792441608e-06,C1.0
2014-05-25 06:08:00,7.853056445128459e-07,
2014-05-25 06:59:00,6.102993097556464e-07,
2014-05-25 11:06:00,5.4536684501727e-07,
2014-05-25 11:15:00,7.851974714867538e-07,B7.8
2014-05-25 11:28:00,6.622366868214158e-07,
2014-05-25 11:32:00,6.843596338512725e-07,B6.8
2014-05-25 11:37:00,6.619079044867249e-07,
2014-05-25 11:38:00,6.6211123339599e-07,
2014-05-25 13:29:00,5.706563683816057e-07,
2014-05-25 13:34:00,7.910375074970943e-07,B7.9
2014-05-25 13:38:00,6.519150019812514e-07,
2014-05-25 13:45:00,5.570469170379511e-07,
2014-05-25 17:41:00,5.301351961861656e-07,
2014-05-25 17:53:00,3.61358979716897e-06,C3.6
2014-05-25 18:00:00,1.6173371477634646e-06,
2014-05-25 19:43:00,5.390077149058925e-07,
2014-05-25 21:25:00,5.652618710882962e-07,
2014-05-25 21:38:00,3.0960159165260848e-06,C3.0
2014-05-25 21:42:00,1.9961735233664513e-06,
2014-05-25 21:48:00,2.751601186901098e-06,C2.7
2014-05-25 21:52:00,2.0770125956914853e-06,
2014-05-25 21:53:00,1.9569674805097748e-06,
2014-05-25 22:09:00,1.1507834187796107e-06,
2014-05-25 22:18:00,2.470111667207675e-06,C2.4
2014-05-25 22:24:00,1.6767713759691105e-06,
2014-05-25 22:31:00,1.1043314316339092e-06,
2014-05-25 23:11:00,6.967361514398362e-07,
2014-05-25 23:19:00,1.7258319076063344e-06,C1.7
2014-05-25 23:27:00,1.0879706451305537e-06,
2014-05-25 23:36:00,6.981161391195201e-07,
2014-05-25 23:47:00,6.190810495354526e-07,
2014-05-25 23:54:00,2.9981802072143182e-06,C2.9
2014-05-25 23:56:00,2.54252790909959e-06,
2014-05-26 00:00:00,5.516104465641547e-06,C5.5
2014-05-26 00:04:00,2.660458676473354e-06,
2014-05-26 00:05:00,2.196362174800015e-06,
2014-05-26 04:41:00,4.944731699652039e-07,
2014-05-26 04:48:00,1.1842112144222483e-06,C1.1
2014-05-26 04:55:00,7.871539082771051e-07,
2014-05-26 05:35:00,4.667481334763579e-07,
2014-05-26 12:33:00,5.538943810279306e-07,
2014-05-26 12:41:00,1.4062794662095257e-06,C1.4
2014-05-26 12:51:00,9.171443480227026e-07,
2014-05-26 15:51:00,6.396217600013188e-07,
2014-05-26 16:07:00,2.985294258905924e-06,C2.9
2014-05-26 16:40:00,1.6924410601859563e-06,
2014-05-26 17:37:00,8.554995929443976e-07,
2014-05-26 17:44:00,1.2017485460091848e-06,C1.2
2014-05-26 17:51:00,9.786593864191673e-07,
2014-05-26 17:56:00,8.623778740002308e-07,
2014-05-26 19:51:00,5.66353151043586e-07,
2014-05-26 19:58:00,8.900206580619852e-07,B8.9
2014-05-26 20:02:00,7.375309678536723e-07,
2014-05-26 20:12:00,2.287475354023627e-06,C2.2
2014-05-26 20:21:00,1.3293208667164436e-06,
2014-05-26 20:46:00,7.303931397473207e-07,
2014-05-26 21:00:00,7.028800723674067e-07,
2014-05-26 21:08:00,1.529179712633777e-06,C1.5
2014-05-26 21:17:00,1.0285245934937848e-06,
2014-05-26 21:35:00,7.549212455160159e-07,
2014-05-26 21:42:00,1.1249197768847807e-06,C1.1
2014-05-26 21:48:00,9.142373755821609e-07,
2014-05-27 00:54:00,7.663039127692173e-07,
2014-05-27 03:32:00,6.317236511677038e-07,
2014-05-27 03:40:00,8.744094088797283e-07,B8.7
2014-05-27 03:56:00,7.768160230625654e-07,
2014-05-27 04:11:00,9.355350698569964e-07,B9.3
2014-05-27 04:18:00,8.043074330998934e-07,
2014-05-27 04:20:00,7.726630997240136e-07,
2014-05-27 08:58:00,6.359501298902615e-07,
2014-05-27 09:05:00,8.812098144517222e-07,B8.8
2014-05-27 09:12:00,7.207517001006636e-07,
2014-05-27 09:27:00,6.240667289603152e-07,
2014-05-27 14:01:00,5.313227120495867e-07,
2014-05-27 14:15:00,7.0359674282372e-06,C7.0
2014-05-27 14:24:00,3.538294549798593e-06,
2014-05-27 16:09:00,5.255648716229189e-07,
2014-05-27 18:39:00,5.660557462761062e-07,
2014-05-27 18:51:00,1.5827404240553733e-06,C1.5
2014-05-27 19:03:00,1.133494833993609e-06,
2014-05-27 19:12:00,1.2305215477681486e-06,C1.2
2014-05-27 19:16:00,1.0926968343483168e-06,
2014-05-27 19:17:00,1.0506962553336052e-06,
2014-05-28 00:50:00,3.835061193058209e-07,
2014-05-28 00:59:00,5.721175284634228e-07,B5.7
2014-05-28 01:11:00,4.6693205035808205e-07,
2014-05-28 01:29:00,3.79266680283763e-07,
2014-05-28 02:04:00,3.996894690772024e-07,
2014-05-28 02:21:00,2.5215936148015317e-06,C2.5
2014-05-28 02:34:00,1.35442223836435e-06,
2014-05-28 03:29:00,4.734556000585144e-07,
2014-05-28 03:37:00,1.0284186373610282e-06,C1.0
2014-05-28 03:58:00,7.31615273252828e-07,
2014-05-28 04:34:00,4.694627193657652e-07,
2014-05-28 05:14:00,4.292313917630963e-07,
2014-05-28 05:20:00,5.933882221142994e-07,B5.9
2014-05-28 05:25:00,4.808832159142185e-07,
2014-05-28 05:35:00,4.2274248812645965e-07,
2014-05-28 05:42:00,4.0353523900193977e-07,
2014-05-28 05:51:00,5.710792834179301e-07,B5.7
2014-05-28 05:56:00,5.45383159078483e-07,
2014-05-28 06:00:00,5.634050808112079e-07,B5.6
2014-05-28 06:04:00,5.38941776540014e-07,
2014-05-28 06:05:00,5.439555934572127e-07,
2014-05-28 06:35:00,5.154043378752249e-07,
2014-05-28 06:41:00,8.664983965900319e-07,B8.6
2014-05-28 06:51:00,6.414365429918689e-07,
2014-05-28 07:24:00,4.848717480854248e-07,
2014-05-28 14:46:00,4.05222380095438e-07,
2014-05-28 14:52:00,5.374363922783232e-07,B5.3
2014-05-28 15:06:00,4.52851082854977e-07,
2014-05-28 15:13:00,3.880916210619034e-07,
2014-05-29 04:18:00,7.455935246980516e-07,
2014-05-29 04:30:00,2.0810962269024458e-06,C2.0
2014-05-29 04:41:00,1.3306349728736677e-06,
2014-05-29 05:14:00,7.168000024648791e-07,
2014-05-29 14:08:00,3.2485166912010754e-07,
2014-05-29 14:20:00,5.374288321036147e-07,B5.3
2014-05-29 14:29:00,4.0956675206871296e-07,
2014-05-29 14:48:00,3.286152434611722e-07,
2014-05-29 17:49:00,3.0239999659897876e-07,
2014-05-29 17:57:00,5.94401569742331e-07,B5.9
2014-05-29 18:13:00,4.617679962848342e-07,
2014-05-29 18:19:00,6.211359391272708e-07,B6.2
2014-05-29 18:26:00,5.228936288403929e-07,
2014-05-29 18:31:00,4.593714209022437e-07,
2014-05-29 21:16:00,5.087997010377876e-07,
2014-05-29 21:20:00,6.817987241447554e-07,B6.8
2014-05-29 21:25:00,5.563765057559067e-07,
2014-05-29 21:30:00,4.932435899718257e-07,
2014-05-30 02:24:00,4.029331819310755e-07,
2014-05-30 02:32:00,5.713856694455899e-07,B5.7
2014-05-30 02:40:00,4.7538853209516674e-07,
2014-05-30 02:54:00,4.0526919065086986e-07,
2014-05-30 06:47:00,2.8314764222159283e-07,
2014-05-30 06:53:00,4.002078526355035e-07,B4.0
2014-05-30 06:59:00,3.2559819374000654e-07,
2014-05-30 17:54:00,3.695801069625304e-07,
2014-05-30 18:01:00,5.759279133599193e-07,B5.7
2014-05-30 18:11:00,4.404391802381724e-07,
2014-05-30 18:20:00,3.652974100987194e-07,
2014-05-30 23:51:00,3.2195143262470083e-07,
2014-05-30 23:55:00,4.4502900209408836e-07,B4.4
2014-05-31 00:06:00,3.6858907037640165e-07,
2014-05-31 00:29:00,3.146055291836092e-07,
2014-05-31 06:35:00,3.7780333173031977e-07,
2014-05-31 06:51:00,6.977073212510732e-07,B6.9
2014-05-31 06:54:00,6.642244443355594e-07,
2014-05-31 07:05:00,1.6642974287606194e-06,C1.6
2014-05-31 07:18:00,1.091325430024881e-06,
2014-05-31 07:32:00,6.467043363045377e-07,
2014-05-31 09:41:00,3.4960680750373285e-07,
2014-05-31 09:48:00,5.150786819285713e-07,B5.1
2014-05-31 09:52:00,4.1894310243151267e-07,
2014-05-31 10:39:00,3.413269382690487e-07,
2014-05-31 13:20:00,3.8724255091437954e-07,
2014-05-31 13:23:00,8.315954573845374e-07,B8.3
2014-05-31 13:27:00,4.877300625594216e-07,
2014-05-31 13:34:00,3.6832949490417377e-07,
2014-05-31 14:53:00,3.7780333173031977e-07,
2014-05-31 15:18:00,1.2889953495687223e-06,C1.2
2014-05-31 15:40:00,8.148972483468242e-07,
2014-05-31 15:45:00,7.656074103579158e-07,
2014-05-31 15:56:00,1.936442913574865e-06,C1.9
2014-05-31 16:04:00,1.2377155371723347e-06,
2014-05-31 16:13:00,7.327474804696976e-07,
2014-05-31 22:06:00,3.580770169264724e-07,
2014-05-31 22:25:00,6.071608709135035e-07,B6.0
2014-05-31 22:39:00,4.5636690515493683e-07,
2014-05-31 22:57:00,3.505498682443431e-07,
2014-06-01 01:22:00,3.6526199664876913e-07,
2014-06-01 01:37:00,3.4558588595245965e-06,C3.4
2014-06-01 01:50:00,1.7563576193424524e-06,
2014-06-01 02:59:00,3.6526199664876913e-07,
2014-06-01 03:44:00,3.252902160966187e-07,
2014-06-01 03:55:00,1.1119035434603575e-06,C1.1
2014-06-01 04:07:00,6.8568505184885e-07,
2014-06-01 05:12:00,3.2256485837933724e-07,
2014-06-01 07:53:00,3.8174385963429813e-07,
2014-06-01 07:59:00,5.289126647767262e-07,B5.2
2014-06-01 08:06:00,4.4754153805115493e-07,
2014-06-01 10:14:00,3.723998247551208e-07,
2014-06-01 11:36:00,3.3774895769056457e-07,
2014-06-01 11:53:00,1.7183410818688571e-06,C1.7
2014-06-01 12:01:00,8.161124469552306e-07,
2014-06-01 12:19:00,3.512459159082937e-07,
2014-06-01 14:46:00,3.897901308391738e-07,
2014-06-01 14:53:00,6.672565291410137e-07,B6.6
2014-06-01 15:02:00,4.914153350910055e-07,
2014-06-01 15:32:00,3.768771534851112e-07,
2014-06-02 07:26:00,3.1625290830561426e-07,
2014-06-02 07:31:00,5.189668854654883e-07,B5.1
2014-06-02 07:35:00,3.6939718484063633e-07,
2014-06-02 10:42:00,3.0106883741609636e-07,
2014-06-02 14:38:00,3.0703864695169614e-07,
2014-06-02 14:50:00,5.629618158309313e-07,B5.6
2014-06-02 15:04:00,4.2176282022410305e-07,
2014-06-02 20:47:00,3.8373772781596927e-07,
2014-06-02 20:53:00,5.220815637585474e-07,B5.2
2014-06-02 21:01:00,4.333130902978155e-07,
2014-06-02 23:27:00,3.830715229469206e-07,
2014-06-02 23:32:00,6.082544814489665e-07,B6.0
2014-06-02 23:38:00,4.5732210196547385e-07,
2014-06-03 00:01:00,3.70322510434562e-07,
2014-06-03 02:29:00,3.9328034517893684e-07,
2014-06-03 02:41:00,8.280166525764798e-07,B8.2
2014-06-03 02:44:00,7.754563284834148e-07,
2014-06-03 02:51:00,9.77651211542252e-07,B9.7
2014-06-03 02:58:00,7.963507187014329e-07,
2014-06-03 02:59:00,7.596233899676008e-07,
2014-06-03 03:58:00,4.1376370063517243e-07,
2014-06-03 04:09:00,2.0001165466965176e-05,M2.0
2014-06-03 04:18:00,8.387029083678499e-06,
2014-06-03 05:14:00,4.2050353954437014e-07,
2014-06-03 05:49:00,3.9183115063678997e-07,
2014-06-03 05:58:00,5.566195682149555e-07,B5.5
2014-06-03 06:06:00,5.229073849477572e-07,
2014-06-03 06:16:00,6.263408636186796e-07,B6.2
2014-06-03 06:20:00,5.500311317518936e-07,
2014-06-03 06:22:00,5.113311658533348e-07,
2014-06-03 09:32:00,3.9286939568228263e-07,
2014-06-03 09:43:00,5.994767207084806e-07,B5.9
2014-06-03 09:52:00,4.859205660068255e-07,
2014-06-03 10:14:00,3.848750225188269e-07,
2014-06-03 17:52:00,3.9980386645765975e-07,
2014-06-03 18:02:00,1.0557952236922574e-06,C1.0
2014-06-03 18:08:00,6.425545393540233e-07,
2014-06-03 18:24:00,3.8080000308582385e-07,
2014-06-03 19:05:00,3.962436210258602e-07,
2014-06-03 19:15:00,6.258217695176427e-07,B6.2
2014-06-03 19:24:00,5.009748633710842e-07,
2014-06-03 19:37:00,4.076641175743134e-07,
2014-06-03 20:56:00,4.542546037100692e-07,
2014-06-03 21:03:00,7.888322102189704e-07,B7.8
2014-06-03 21:08:00,5.707956916012336e-07,
2014-06-03 21:26:00,4.40368296494853e-07,
2014-06-04 01:23:00,3.2131774219124054e-07,
2014-06-04 01:36:00,2.9998548143339576e-06,C2.9
2014-06-04 01:42:00,1.431144482921809e-06,
2014-06-04 02:13:00,3.1993778293326613e-07,
2014-06-04 05:07:00,3.609910379509529e-07,
2014-06-04 05:14:00,5.047855893280939e-07,B5.0
2014-06-04 05:24:00,3.994054793565738e-07,
2014-06-04 05:28:00,3.567083695088513e-07,
2014-06-04 06:03:00,2.910404361955443e-07,
2014-06-04 06:06:00,1.186814756692911e-06,C1.1
2014-06-04 06:11:00,5.663006277245586e-07,
2014-06-04 06:24:00,3.9200810419970367e-07,
2014-06-04 06:35:00,1.8958811551783583e-06,C1.8
2014-06-04 06:42:00,9.468110988564149e-07,
2014-06-04 06:52:00,4.042072987431311e-07,
2014-06-04 07:05:00,3.530745686930459e-07,
2014-06-04 07:10:00,5.236726678958803e-07,B5.2
2014-06-04 07:18:00,4.3431589347164845e-07,
2014-06-04 07:33:00,3.441501235101896e-07,
2014-06-04 07:38:00,3.2361484159082465e-07,
2014-06-04 07:44:00,5.382684662436077e-07,B5.3
2014-06-04 07:52:00,4.145895502460917e-07,
2014-06-04 09:50:00,3.127134391434083e-07,
2014-06-04 09:58:00,4.7562437544002023e-07,B4.7
2014-06-04 10:02:00,3.80587579229541e-07,
2014-06-04 10:10:00,3.221872759695543e-07,
2014-06-04 16:48:00,3.3185577308358916e-07,
2014-06-04 16:56:00,5.747361910835025e-07,B5.7
2014-06-04 17:01:00,4.2575049974402646e-07,
2014-06-04 17:24:00,3.2971442465168366e-07,
2014-06-04 17:58:00,3.4230293977088877e-07,
2014-06-04 18:07:00,5.321688831827487e-07,B5.3
2014-06-04 18:12:00,4.314650823289412e-07,
2014-06-04 18:51:00,4.09917532806503e-07,
2014-06-04 18:59:00,6.701233701278397e-07,B6.7
2014-06-04 19:07:00,5.204888111620676e-07,
2014-06-04 20:42:00,5.01800684560294e-07,
2014-06-04 20:48:00,9.529107387606928e-07,B9.5
2014-06-04 20:56:00,6.781696697544248e-07,
2014-06-04 21:49:00,4.711729957307398e-07,
2014-06-04 21:54:00,4.639053940991289e-07,
2014-06-04 22:00:00,6.257391760300379e-07,B6.2
2014-06-04 22:11:00,5.260693001218897e-07,
2014-06-04 22:22:00,4.537956215244776e-07,
2014-06-05 02:13:00,4.024375357403187e-07,
2014-06-05 02:19:00,5.826998972224828e-07,B5.8
2014-06-05 02:28:00,4.7416611437256506e-07,
2014-06-05 04:56:00,3.9814187857700745e-07,
2014-06-05 12:59:00,3.980250653512485e-07,
2014-06-05 13:06:00,6.0839602156193e-07,B6.0
2014-06-05 13:22:00,4.858850957134564e-07,
2014-06-05 13:53:00,3.994526309725188e-07,
2014-06-05 14:00:00,4.096208101600496e-07,
2014-06-05 14:09:00,6.543376116496802e-07,B6.5
2014-06-05 14:17:00,5.041839017394523e-07,
2014-06-05 14:40:00,4.093158167961519e-07,
2014-06-06 10:15:00,5.177237198950024e-07,
2014-06-06 10:24:00,1.670805545472831e-06,C1.6
2014-06-06 10:29:00,8.522926577825274e-07,
2014-06-06 10:37:00,5.177410002943361e-07,
2014-06-06 12:53:00,6.001330916660663e-07,
2014-06-06 13:03:00,9.884303153739893e-07,B9.8
2014-06-06 13:05:00,9.446559943171451e-07,
2014-06-06 13:11:00,5.171528300706996e-06,C5.1
2014-06-06 13:16:00,2.239494961031596e-06,
2014-06-06 13:19:00,1.8393877780908952e-06,
2014-06-06 13:27:00,2.9486045605153777e-06,C2.9
2014-06-06 13:33:00,2.0289942312956555e-06,
2014-06-06 13:35:00,1.7032674577421858e-06,
2014-06-06 14:03:00,9.637724360800348e-07,
2014-06-06 14:08:00,1.5172776102190255e-06,C1.5
2014-06-06 14:12:00,1.1239276318519842e-06,
2014-06-06 14:35:00,9.050129960996856e-07,
2014-06-06 15:00:00,7.549588190158829e-07,
2014-06-06 15:04:00,1.7818960031945608e-06,C1.7
2014-06-06 15:08:00,1.0483879577805055e-06,
2014-06-06 15:35:00,7.142083404687583e-07,
2014-06-06 19:22:00,7.980452778610925e-07,
2014-06-06 19:31:00,2.0220628357492387e-05,M2.0
2014-06-06 19:35:00,7.875343726482242e-06,
2014-06-06 22:00:00,9.964678611140698e-07,
2014-06-06 22:13:00,1.8595814026411972e-06,C1.8
2014-06-06 22:19:00,1.6982135093712714e-06,
2014-06-06 22:25:00,4.916825218970189e-06,C4.9
2014-06-06 22:29:00,1.8074623540087487e-06,
2014-06-06 22:32:00,1.6893638985493453e-06,
2014-06-07 02:09:00,6.775883321097353e-07,
2014-06-07 02:15:00,1.273963789572008e-06,C1.2
2014-06-07 02:21:00,8.909874509299698e-07,
2014-06-07 02:30:00,6.434998454096785e-07,
2014-06-07 05:03:00,6.751658361281443e-07,
2014-06-07 05:09:00,1.2473591368689085e-06,C1.2
2014-06-07 05:16:00,8.577641210649745e-07,
2014-06-07 06:04:00,6.546608233293227e-07,
2014-06-07 06:11:00,1.046544298333174e-06,C1.0
2014-06-07 06:16:00,8.598406111559598e-07,
2014-06-07 06:25:00,4.357863872428425e-06,C4.3
2014-06-07 06:33:00,2.328024720554822e-06,
2014-06-07 06:53:00,8.476414450342418e-07,
2014-06-07 07:04:00,7.221456144179683e-07,
2014-06-07 07:06:00,2.6760903892864008e-06,C2.6
2014-06-07 07:10:00,9.091564265872876e-07,
2014-06-07 07:19:00,7.330383482440084e-07,
2014-06-07 07:39:00,6.307945454864239e-07,
2014-06-07 07:45:00,8.72169550802937e-07,B8.7
2014-06-07 07:52:00,7.212458399408206e-07,
2014-06-07 08:10:00,6.449274110309489e-07,
2014-06-07 08:17:00,9.244702710020647e-07,B9.2
2014-06-07 08:21:00,7.326576678678975e-07,
2014-06-07 08:48:00,6.298731136666902e-07,
2014-06-07 10:11:00,6.119636850598908e-07,
2014-06-07 10:20:00,1.6559018831685535e-06,C1.6
2014-06-07 10:26:00,9.251191954717797e-07,
2014-06-07 11:07:00,6.119636850598908e-07,
2014-06-07 21:37:00,7.787031108819065e-07,
2014-06-07 21:44:00,1.0869399602597696e-06,C1.0
2014-06-07 21:56:00,9.627549388824264e-07,
2014-06-07 22:07:00,1.3894060657548835e-06,C1.3
2014-06-07 22:13:00,1.1070685559388949e-06,
2014-06-07 22:31:00,9.146936577053566e-07,
2014-06-08 01:32:00,8.441581940132892e-07,
2014-06-08 01:42:00,1.3736544133280404e-06,C1.3
2014-06-08 02:09:00,1.0839888773261919e-06,
2014-06-08 02:23:00,8.225068199863017e-07,
2014-06-08 16:48:00,6.776091368010384e-07,
2014-06-08 16:55:00,2.0297366063459776e-06,C2.0
2014-06-08 16:59:00,7.575959557470924e-07,
2014-06-08 22:57:00,8.291038966490305e-07,
2014-06-08 23:08:00,2.1706241568608675e-06,C2.1
2014-06-08 23:12:00,1.863135594248888e-06,
2014-06-08 23:18:00,2.262377392980852e-06,C2.2
2014-06-08 23:25:00,1.9060403246839996e-06,
2014-06-08 23:26:00,1.8376125581198721e-06,
2014-06-08 23:41:00,1.5247165947585017e-06,
2014-06-08 23:54:00,7.473567620763788e-06,C7.4
2014-06-09 00:02:00,3.740705096788588e-06,
2014-06-09 00:18:00,1.683586219769495e-06,
2014-06-09 00:23:00,2.2989784156379756e-06,C2.2
2014-06-09 00:27:00,1.7980509028348024e-06,
2014-06-09 00:35:00,1.6410189118687413e-06,
2014-06-09 00:56:00,1.3597153838418308e-06,
2014-06-09 01:04:00,1.9650756257760804e-06,C1.9
2014-06-09 01:07:00,1.9266353774582967e-06,
2014-06-09 01:20:00,5.301434157445328e-06,C5.3
2014-06-09 01:27:00,2.8227427719684783e-06,
2014-06-09 01:33:00,1.8766966149996733e-06,
2014-06-09 04:06:00,1.539532149763545e-06,
2014-06-09 04:13:00,2.1759658466180554e-06,C2.1
2014-06-09 04:16:00,1.9570295535231708e-06,
2014-06-09 04:22:00,7.0047030931164045e-06,C7.0
2014-06-09 04:28:00,3.929273134417599e-06,
2014-06-09 04:49:00,1.946456904988736e-06,
2014-06-09 05:22:00,1.3678352388524218e-06,
2014-06-09 05:30:00,2.071883500320837e-06,C2.0
2014-06-09 05:39:00,1.6680777434885385e-06,
2014-06-09 05:53:00,1.321452373304055e-06,
2014-06-09 06:18:00,1.0598707831377396e-06,
2014-06-09 06:28:00,1.8097309748554835e-06,C1.8
2014-06-09 06:38:00,1.4050816616872908e-06,
2014-06-09 07:08:00,1.0480609944352182e-06,
2014-06-09 07:17:00,1.0808344086399302e-06,
2014-06-09 07:25:00,3.132303390884772e-06,C3.1
2014-06-09 07:30:00,1.5117594784896937e-06,
2014-06-09 07:35:00,1.016265287034912e-06,
2014-06-09 10:57:00,9.70323640103743e-07,
2014-06-09 11:09:00,1.6023406033127685e-06,C1.6
2014-06-09 11:34:00,1.2837386975661502e-06,
2014-06-09 12:19:00,1.4411600659514079e-06,
2014-06-09 12:29:00,1.2951797543792054e-05,M1.2
2014-06-09 12:34:00,6.479420335381292e-06,
2014-06-09 13:46:00,1.4803531485085841e-06,
2014-06-09 13:49:00,1.4180594689605641e-06,
2014-06-09 13:57:00,2.1058854144939687e-06,C2.1
2014-06-09 14:04:00,1.674224904490984e-06,
2014-06-09 14:13:00,1.40222653044475e-06,
2014-06-09 17:03:00,1.3820458661939483e-06,
2014-06-09 17:08:00,1.2636955034395214e-05,M1.2
2014-06-09 17:14:00,5.007213076169137e-06,
2014-06-09 17:28:00,1.3791259334539063e-06,
2014-06-09 20:06:00,1.091277226805687e-06,
2014-06-09 20:12:00,1.4822998082308914e-06,C1.4
2014-06-09 20:22:00,1.2450647091100109e-06,
2014-06-09 22:05:00,1.0687909934858908e-06,
2014-06-10 06:17:00,1.4271041663960204e-06,
2014-06-10 06:28:00,3.5063458199147135e-06,C3.5
2014-06-10 06:38:00,2.2553417693416122e-06,
2014-06-10 06:54:00,1.5301006897061598e-06,
2014-06-10 07:02:00,2.4256803499156376e-06,C2.4
2014-06-10 07:10:00,1.855044388321403e-06,
2014-06-10 07:20:00,1.5234603552016779e-06,
2014-06-10 08:13:00,1.314127644036489e-06,
2014-06-10 08:25:00,5.644818429573206e-06,C5.6
2014-06-10 08:33:00,3.0735345717403106e-06,
2014-06-10 09:11:00,1.9615924884419655e-06,
2014-06-10 09:31:00,7.383802767435554e-06,C7.3
2014-06-10 09:43:00,4.386529326438904e-06,
2014-06-10 10:03:00,3.3367425658070715e-06,
2014-06-10 10:17:00,7.224953606055351e-06,C7.2
2014-06-10 10:26:00,4.676450316765113e-06,
2014-06-10 10:31:00,3.2839054711075732e-06,
2014-06-10 11:33:00,1.8333714706386672e-06,
2014-06-10 11:42:00,0.00031730817863717675,X3.1
2014-06-10 11:46:00,5.076498564449139e-05,
2014-06-10 12:32:00,3.650659436971182e-06,
2014-06-10 12:52:00,0.0002217777364421636,X2.2
2014-06-10 13:04:00,9.228735143551603e-05,
2014-06-10 14:36:00,3.668568979264819e-06,
2014-06-10 16:34:00,1.4753125014976831e-06,
2014-06-10 16:38:00,2.2530750811711187e-06,C2.2
2014-06-10 16:43:00,1.7254303656955017e-06,
2014-06-10 18:05:00,1.423401158717752e-06,
2014-06-10 18:16:00,1.397834807903564e-06,
2014-06-10 18:23:00,1.9060472595811007e-06,C1.9
2014-06-10 18:29:00,1.6030145388867822e-06,
2014-06-10 19:02:00,1.369672872897354e-06,
2014-06-10 20:05:00,1.5449040802195668e-06,
2014-06-10 20:19:00,2.330989673282602e-06,C2.3
2014-06-10 20:24:00,1.7839257679952425e-06,
2014-06-10 20:27:00,1.5006193052613526e-06,
2014-06-10 22:33:00,1.6313408650603378e-06,
2014-06-10 22:43:00,2.405383156656171e-06,C2.4
2014-06-10 23:03:00,1.9806700493063545e-06,
2014-06-11 00:32:00,1.5881108765825047e-06,
2014-06-11 01:19:00,1.4303002444648882e-06,
2014-06-11 01:28:00,5.676202363247285e-06,C5.6
2014-06-11 01:32:00,2.6737468488136074e-06,
2014-06-11 02:53:00,1.6929589037317783e-06,
2014-06-11 03:02:00,3.2812010886118514e-06,C3.2
2014-06-11 03:12:00,2.2968310986470897e-06,
2014-06-11 03:39:00,1.726755840536498e-06,
2014-06-11 03:41:00,2.4410151127085555e-06,C2.4
2014-06-11 03:49:00,1.9690107819769764e-06,
2014-06-11 03:59:00,1.6819407164803124e-06,
2014-06-11 04:35:00,1.572926748849568e-06,
2014-06-11 04:47:00,7.203336281236261e-06,C7.2
2014-06-11 04:57:00,3.885994829033734e-06,
2014-06-11 05:27:00,1.938383093147422e-06,
2014-06-11 05:34:00,2.608946306281723e-05,M2.6
2014-06-11 05:38:00,3.4597069316077977e-06,
2014-06-11 06:12:00,1.9433146007941104e-06,
2014-06-11 06:24:00,2.0668637716880767e-06,
2014-06-11 06:32:00,4.952717517880956e-06,C4.9
2014-06-11 06:39:00,3.0311177852127003e-06,
2014-06-11 06:54:00,1.9844544567604316e-06,
2014-06-11 06:54:00,1.9844544567604316e-06,
2014-06-11 07:01:00,2.844236860255478e-06,C2.8
2014-06-11 07:07:00,2.6290640562365297e-06,
2014-06-11 07:12:00,4.137903488299344e-06,C4.1
2014-06-11 07:16:00,3.018269808308105e-06,
2014-06-11 07:56:00,3.6077408367418684e-06,
2014-06-11 08:09:00,4.322778477217071e-05,M4.3
2014-06-11 08:16:00,1.9997236449853517e-05,
2014-06-11 08:58:00,4.515949058259139e-06,
2014-06-11 09:06:00,0.00014256310532800853,X1.4
