Date_Time,XRS_B_Flux,Flare_Class
2011-12-28 12:13:00,1.2374800917314133e-06,C1.2
2011-12-28 12:19:00,9.854459221969591e-07,
2011-12-28 13:05:00,9.98908262772602e-07,
2011-12-28 13:10:00,2.8920735530846287e-06,C2.8
2011-12-28 13:16:00,1.8618572994455462e-06,
2011-12-28 13:36:00,1.1790407370426692e-06,
2011-12-28 13:44:00,1.919686610563076e-06,C1.9
2011-12-28 13:50:00,1.3365875020099338e-06,
2011-12-28 13:52:00,1.1559402537386632e-06,
2011-12-28 14:13:00,8.087827723102237e-07,
2011-12-28 14:25:00,1.0324465620215051e-05,M1.0
2011-12-28 14:29:00,3.3394633192074252e-06,
2011-12-28 15:54:00,1.0060460908789537e-06,
2011-12-28 15:58:00,1.3998155736771878e-06,C1.3
2011-12-28 16:03:00,1.1963013548665913e-06,
2011-12-28 16:10:00,4.5663891796721146e-06,C4.5
2011-12-28 16:26:00,2.7753162612498272e-06,
2011-12-28 16:36:00,1.8397430494587752e-06,
2011-12-28 16:40:00,9.295322342950385e-06,C9.2
2011-12-28 16:45:00,4.2606352508300915e-06,
2011-12-28 16:49:00,1.8204060552307055e-06,
2011-12-28 19:19:00,7.60764748974907e-07,
2011-12-28 19:26:00,1.1381605418137042e-06,C1.1
2011-12-28 19:33:00,8.840802365739364e-07,
2011-12-28 19:44:00,8.491438734381518e-07,
2011-12-28 19:51:00,1.9654983134387294e-06,C1.9
2011-12-28 19:56:00,1.192407921735139e-06,
2011-12-28 20:14:00,9.569681651555584e-07,
2011-12-28 20:31:00,5.744613190472592e-06,C5.7
2011-12-28 20:41:00,3.027938646482653e-06,
2011-12-28 20:53:00,1.708926333776617e-06,
2011-12-28 20:57:00,2.677463271538727e-06,C2.6
2011-12-28 20:59:00,2.3663842512178235e-06,
2011-12-28 21:07:00,3.3302490010100883e-06,C3.3
2011-12-28 21:11:00,2.01879834094143e-06,
2011-12-28 21:12:00,1.7514936416773708e-06,
2011-12-28 21:18:00,1.3304403410074883e-06,
2011-12-28 21:29:00,8.882107977115083e-06,C8.8
2011-12-28 21:37:00,4.583000645652646e-06,
2011-12-28 21:58:00,1.3071062312519643e-06,
2011-12-28 22:52:00,8.253684882220114e-07,
2011-12-28 22:58:00,1.21745517844829e-06,C1.2
2011-12-28 23:04:00,9.632191222408437e-07,
2011-12-28 23:33:00,8.07744527264731e-07,
2011-12-29 02:10:00,1.0086015436172602e-06,
2011-12-29 02:17:00,1.612331061551231e-06,C1.6
2011-12-29 02:27:00,1.2409050214046147e-06,
2011-12-29 02:48:00,9.896712072077207e-07,
2011-12-29 03:12:00,1.0288470093655633e-06,
2011-12-29 03:19:00,1.8241296402266016e-06,C1.8
2011-12-29 03:27:00,1.4026090866536833e-06,
2011-12-29 03:43:00,1.1146305496367859e-06,
2011-12-29 03:55:00,9.547953823130229e-07,
2011-12-29 04:05:00,4.354684733698377e-06,C4.3
2011-12-29 04:12:00,2.3375332602881826e-06,
2011-12-29 05:13:00,9.9268208941794e-07,
2011-12-29 05:21:00,1.8224424138679751e-06,C1.8
2011-12-29 05:35:00,1.3615990610560402e-06,
2011-12-29 06:14:00,1.0881558409892023e-06,
2011-12-29 06:21:00,4.2993947317881975e-06,C4.2
2011-12-29 06:29:00,2.368420609855093e-06,
2011-12-29 07:09:00,1.318772206104768e-06,
2011-12-29 07:18:00,1.0531032785365824e-05,M1.0
2011-12-29 07:23:00,4.621374955604551e-06,
2011-12-29 08:11:00,1.3352929499887978e-06,
2011-12-29 08:36:00,1.272311465072562e-06,
2011-12-29 08:48:00,7.71605937188724e-06,C7.7
2011-12-29 08:52:00,3.7704176065744832e-06,
2011-12-29 09:14:00,1.1814664730991353e-06,
2011-12-29 09:41:00,1.0492223054825445e-06,
2011-12-29 09:49:00,2.1878684037801577e-06,C2.1
2011-12-29 09:56:00,1.4459550357059925e-06,
2011-12-29 10:10:00,1.0089909210364567e-06,
2011-12-29 10:47:00,7.812296871634317e-07,
2011-12-29 10:54:00,1.2620589586731512e-06,C1.2
2011-12-29 11:10:00,9.62140916271892e-07,
2011-12-29 11:36:00,8.590751576775801e-07,
2011-12-29 11:41:00,1.534204443487397e-06,C1.5
2011-12-29 11:47:00,1.1134626447528717e-06,
2011-12-29 13:34:00,1.6380099623347633e-06,
2011-12-29 13:49:00,2.785477408906445e-05,M2.7
2011-12-29 14:02:00,1.2897673514089547e-05,
2011-12-29 14:44:00,1.6079186480055796e-06,
2011-12-29 16:10:00,1.4271372492657974e-06,
2011-12-29 16:21:00,4.015698777948273e-06,C4.0
2011-12-29 16:37:00,2.4796406705718255e-06,
2011-12-29 16:51:00,1.7267957446165383e-06,
2011-12-29 17:03:00,3.0250132567744004e-06,C3.0
2011-12-29 17:10:00,2.1235284748399863e-06,
2011-12-29 17:16:00,1.7150377971120179e-06,
2011-12-29 17:26:00,1.5928470702419872e-06,
2011-12-29 17:32:00,4.2056944948853925e-06,C4.2
2011-12-29 17:47:00,2.5564695533830673e-06,
2011-12-29 17:56:00,1.439076868336997e-06,
2011-12-29 18:09:00,1.4101361784923938e-06,
2011-12-29 18:17:00,2.2472074761026306e-06,C2.2
2011-12-29 18:26:00,1.7727372778608697e-06,
2011-12-29 18:50:00,1.3385547390498687e-06,
2011-12-29 19:08:00,1.0853007097466616e-06,
2011-12-29 19:14:00,1.7122778217526502e-06,C1.7
2011-12-29 19:18:00,1.416365535078512e-06,
2011-12-29 19:25:00,3.3592791623959783e-06,C3.3
2011-12-29 19:33:00,2.175959025407792e-06,
2011-12-29 20:21:00,1.6493006569362478e-06,
2011-12-29 20:32:00,3.4187178243882954e-06,C3.4
2011-12-29 20:40:00,2.3448008050763747e-06,
2011-12-29 20:51:00,1.7847580693342024e-06,
2011-12-29 21:01:00,3.688786819111556e-06,C3.6
2011-12-29 21:16:00,2.5634776648075785e-06,
2011-12-29 21:41:00,2.1659661797457375e-06,
2011-12-29 21:51:00,2.995095564983785e-05,M2.9
2011-12-29 22:00:00,1.4213108443072997e-05,
2011-12-29 22:24:00,2.1711571207561065e-06,
2011-12-29 23:37:00,9.315867259829247e-07,
2011-12-29 23:45:00,1.4562075421054033e-06,C1.4
2011-12-29 23:54:00,1.142922315011674e-06,
2011-12-30 00:14:00,9.210079383592529e-07,
2011-12-30 02:03:00,9.183647762256442e-07,
2011-12-30 02:14:00,1.3986749536343268e-06,C1.3
2011-12-30 02:23:00,1.1110857940366259e-06,
2011-12-30 02:36:00,9.095398354475037e-07,
2011-12-30 02:58:00,9.62229933065828e-07,
2011-12-30 03:09:00,1.813811468309723e-05,M1.8
2011-12-30 03:14:00,6.859883342258399e-06,
2011-12-30 03:34:00,9.361444313071843e-07,
2011-12-30 03:47:00,8.441314776064246e-07,
2011-12-30 03:57:00,1.7011885802276083e-06,C1.7
2011-12-30 04:02:00,1.2822636108467123e-06,
2011-12-30 04:10:00,2.2995970994088566e-06,C2.2
2011-12-30 04:14:00,2.2601445834879996e-06,
2011-12-30 04:19:00,2.461041503920569e-06,C2.4
2011-12-30 04:24:00,2.281557954120217e-06,
2011-12-30 04:25:00,2.240937419628608e-06,
2011-12-30 05:00:00,1.5427507378262817e-06,
2011-12-30 05:07:00,2.621767862365232e-06,C2.6
2011-12-30 05:13:00,1.9588767372624716e-06,
2011-12-30 05:27:00,1.5495251091124373e-06,
2011-12-30 08:16:00,8.892944265426195e-07,
2011-12-30 08:25:00,4.965973857906647e-06,C4.9
2011-12-30 08:31:00,2.0731338281620992e-06,
2011-12-30 08:49:00,8.755941394156252e-07,
2011-12-30 09:56:00,8.565253324377409e-07,
2011-12-30 10:06:00,2.401598749202094e-06,C2.4
2011-12-30 10:11:00,1.3675281707037357e-06,
2011-12-30 10:22:00,9.919492640619865e-07,
2011-12-30 10:32:00,1.2123893611715175e-05,M1.2
2011-12-30 10:38:00,5.557556050916901e-06,
2011-12-30 11:51:00,1.1780601880673203e-06,
2011-12-30 11:56:00,1.9856629478454124e-06,C1.9
2011-12-30 12:08:00,1.591785348864505e-06,
2011-12-30 12:20:00,1.9883884760929504e-06,C1.9
2011-12-30 12:26:00,1.7222126871274668e-06,
2011-12-30 12:32:00,1.583219955136883e-06,
2011-12-30 13:33:00,8.412763463638839e-07,
2011-12-30 13:41:00,2.665053443706711e-06,C2.6
2011-12-30 13:50:00,1.6106032489915378e-06,
2011-12-30 14:05:00,8.417219419243338e-07,
2011-12-30 14:47:00,1.0445094176247949e-06,
2011-12-30 14:55:00,1.6828898878884502e-06,C1.6
2011-12-30 15:08:00,1.3280754274092033e-06,
2011-12-30 15:44:00,1.0389289855083916e-06,
2011-12-30 18:15:00,7.724937631792272e-07,
2011-12-30 18:23:00,2.6941238502331544e-06,C2.6
2011-12-30 18:43:00,1.6715990796001279e-06,
2011-12-30 20:11:00,1.6610870261501987e-06,
2011-12-30 20:24:00,6.380351806001272e-06,C6.3
2011-12-30 20:32:00,3.47283798873832e-06,
2011-12-30 20:56:00,2.185945959354285e-06,
2011-12-30 21:09:00,5.684064490196761e-06,C5.6
2011-12-30 21:22:00,3.668890030894545e-06,
2011-12-30 21:34:00,2.172284439438954e-06,
2011-12-30 23:23:00,7.078641033331223e-07,
2011-12-30 23:33:00,2.321529791515786e-06,C2.3
2011-12-30 23:39:00,1.236451907971059e-06,
2011-12-31 00:26:00,7.045753136480926e-07,
2011-12-31 13:04:00,7.85427289429208e-07,
2011-12-31 13:15:00,3.5131368349539116e-05,M3.5
2011-12-31 13:20:00,1.385379619023297e-05,
2011-12-31 13:44:00,8.775700166552269e-07,
2011-12-31 15:45:00,4.974488660991483e-07,
2011-12-31 15:53:00,1.0203264082520036e-06,C1.0
2011-12-31 15:58:00,6.678479849142605e-07,
2011-12-31 16:16:00,5.481922471517464e-07,
2011-12-31 16:26:00,2.2666145014227368e-05,M2.2
2011-12-31 16:35:00,9.76525461737765e-06,
2011-12-31 17:13:00,6.171046038616623e-07,
2011-12-31 17:33:00,1.7516281332063954e-06,C1.7
2011-12-31 17:50:00,1.12791269657464e-06,
2011-12-31 18:38:00,6.15486726474046e-07,
2012-01-01 03:46:00,1.0281985396431992e-06,
2012-01-01 03:55:00,1.6159652886926779e-06,C1.6
2012-01-01 04:06:00,1.2518069070210913e-06,
2012-01-01 04:12:00,9.934178706316743e-07,
2012-01-01 04:41:00,6.17700550264999e-07,
2012-01-01 04:50:00,1.1566792181838537e-06,C1.1
2012-01-01 04:58:00,8.456477758045366e-07,
2012-01-01 05:16:00,6.038229116711591e-07,
2012-01-01 07:19:00,9.372238309879322e-07,
2012-01-01 07:34:00,4.692883521784097e-06,C4.6
2012-01-01 07:45:00,2.5519277642160887e-06,
2012-01-01 08:01:00,9.400789622304728e-07,
2012-01-01 13:18:00,6.758499466741341e-07,
2012-01-01 13:26:00,1.1403358257666696e-06,C1.1
2012-01-01 13:35:00,8.758385661167267e-07,
2012-01-01 13:53:00,6.707669513161818e-07,
2012-01-01 18:50:00,6.949273938516853e-07,
2012-01-01 18:59:00,1.2652865279960679e-06,C1.2
2012-01-01 19:08:00,9.350175673716876e-07,
2012-01-01 21:07:00,6.823086096119368e-07,
2012-01-01 23:23:00,7.857723289816931e-07,
2012-01-01 23:36:00,1.910865194076905e-06,C1.9
2012-01-01 23:48:00,1.2978782706341008e-06,
2012-01-02 01:34:00,8.020800805752515e-07,
2012-01-02 02:55:00,7.342059689108282e-07,
2012-01-02 02:59:00,1.0843483551070676e-06,C1.0
2012-01-02 03:08:00,8.74081194979226e-07,
2012-01-02 03:56:00,7.234343684103806e-07,
2012-01-02 05:13:00,8.059734568632848e-07,
2012-01-02 05:19:00,1.1574785503398743e-06,C1.1
2012-01-02 05:23:00,1.042438498188858e-06,
2012-01-02 05:28:00,2.404714678050368e-06,C2.4
2012-01-02 05:34:00,1.5776363397890236e-06,
2012-01-02 05:41:00,1.0011602853410295e-06,
2012-01-02 07:01:00,6.511477295134682e-07,
2012-01-02 07:12:00,1.3485773706634063e-06,C1.3
2012-01-02 07:16:00,1.3189877563490882e-06,
2012-01-02 07:24:00,2.144413656424149e-06,C2.1
2012-01-02 07:30:00,1.5422414207932889e-06,
2012-01-02 07:33:00,1.2660382253670832e-06,
2012-01-02 07:55:00,7.216174253699137e-07,
2012-01-02 08:02:00,1.1894688896063599e-06,C1.1
2012-01-02 08:10:00,9.100558031605033e-07,
2012-01-02 08:42:00,7.066929015309142e-07,
2012-01-02 09:24:00,5.761357328992744e-07,
2012-01-02 09:30:00,8.678778158355271e-07,B8.6
2012-01-02 09:34:00,5.922282753090258e-07,
2012-01-02 10:12:00,5.553063147090143e-07,
2012-01-02 11:10:00,6.145501743048953e-07,
2012-01-02 11:18:00,1.1652002740447642e-06,C1.1
2012-01-02 11:27:00,8.451016810795409e-07,
2012-01-02 11:47:00,5.993661034153774e-07,
2012-01-02 14:28:00,6.58679198295431e-07,
2012-01-02 14:35:00,1.0469721019035205e-06,C1.0
2012-01-02 14:42:00,9.195296115649398e-07,
2012-01-02 15:23:00,3.4378811051283265e-06,C3.4
2012-01-02 16:00:00,2.1506082248379244e-06,
2012-01-02 18:30:00,9.193695973408467e-07,
2012-01-03 01:34:00,7.462007829417416e-07,
2012-01-03 01:47:00,1.2310835018070065e-06,C1.2
2012-01-03 02:09:00,9.550445838613086e-07,
2012-01-03 02:23:00,7.472692686860682e-07,
2012-01-03 03:27:00,5.750532068304892e-07,
2012-01-03 03:34:00,9.462196999265871e-07,B9.4
2012-01-03 03:39:00,6.93761592174269e-07,
2012-01-03 04:10:00,6.110018375693471e-07,
2012-01-03 04:19:00,1.1327200581945363e-06,C1.1
2012-01-03 04:29:00,8.376556479561259e-07,
2012-01-03 04:50:00,5.901378017370007e-07,
2012-01-03 18:18:00,6.191779107211914e-07,
2012-01-03 18:29:00,9.55142013481236e-07,B9.5
2012-01-03 18:46:00,7.742631851215265e-07,
2012-01-03 18:59:00,6.386446784745203e-07,
2012-01-03 20:46:00,5.908862021897221e-07,
2012-01-03 20:52:00,1.0811589845616254e-06,C1.0
2012-01-03 20:56:00,6.456527330556128e-07,
2012-01-03 21:02:00,5.596528467322059e-07,
2012-01-04 02:18:00,6.121255751168064e-07,
2012-01-04 02:22:00,9.017176125780679e-07,B9.0
2012-01-04 02:27:00,6.945348900444515e-07,
2012-01-04 02:49:00,7.841685487619543e-07,
2012-01-04 02:56:00,1.2236288284839247e-06,C1.2
2012-01-04 03:00:00,7.905709935585037e-07,
2012-01-04 03:01:00,7.207501653283543e-07,
2012-01-04 08:53:00,6.361345867844648e-07,
2012-01-04 09:02:00,2.1789412585349055e-06,C2.1
2012-01-04 09:06:00,1.1950255611736793e-06,
2012-01-04 09:31:00,6.533950909215491e-07,
2012-01-04 10:56:00,6.388599445017462e-07,
2012-01-04 11:06:00,1.8817485170075088e-06,C1.8
2012-01-04 11:15:00,1.21092352856067e-06,
2012-01-04 12:13:00,6.349665682137129e-07,
2012-01-04 19:31:00,5.424345204119163e-07,
2012-01-04 19:39:00,8.181661996786715e-07,B8.1
2012-01-04 19:45:00,6.524866762447346e-07,
2012-01-04 20:07:00,5.402282567956718e-07,
2012-01-05 06:56:00,6.222904858077527e-07,
2012-01-05 07:22:00,2.7810690426122164e-06,C2.7
2012-01-05 07:45:00,1.6522558325959835e-06,
2012-01-05 09:24:00,6.239213803382881e-07,
2012-01-05 11:54:00,7.71449208514241e-07,
2012-01-05 12:29:00,3.0487933599943062e-06,C3.0
2012-01-05 12:34:00,2.9881955470045796e-06,
2012-01-05 12:38:00,3.117714413747308e-06,C3.1
2012-01-05 12:42:00,2.8990029932174366e-06,
2012-01-05 12:43:00,2.832071913871914e-06,
2012-01-06 06:03:00,1.0167917707804008e-06,
2012-01-06 06:08:00,2.0131228666286916e-06,C2.0
2012-01-06 06:12:00,1.2500253205871559e-06,
2012-01-06 06:23:00,9.59961766966444e-07,
2012-01-06 11:10:00,6.775724727958732e-07,
2012-01-06 11:25:00,3.1767167456564493e-06,C3.1
2012-01-06 11:36:00,1.780170464371622e-06,
2012-01-06 12:48:00,6.682284379166958e-07,
2012-01-06 15:12:00,7.632262963852554e-07,
2012-01-06 15:24:00,1.165279968518007e-06,C1.1
2012-01-06 15:35:00,9.511801408734755e-07,
2012-01-06 15:57:00,7.70883218592644e-07,
2012-01-06 17:00:00,6.658924007751921e-07,
2012-01-06 17:06:00,9.7048246061604e-07,B9.7
2012-01-06 17:10:00,7.235140628836234e-07,
2012-01-06 17:16:00,6.508467436106002e-07,
2012-01-06 17:16:00,6.508467436106002e-07,
2012-01-06 17:19:00,2.0048560145369265e-06,C2.0
2012-01-06 17:23:00,9.994231504606432e-07,
2012-01-06 18:50:00,7.1420026870328e-07,
2012-01-06 18:56:00,1.1411411833250895e-06,C1.1
2012-01-06 19:02:00,8.199394869734533e-07,
2012-01-06 19:08:00,6.839316029072506e-07,
2012-01-06 20:20:00,6.751066621291102e-07,
2012-01-06 20:30:00,9.857964187176549e-07,B9.8
2012-01-06 20:38:00,9.006227514873899e-07,
2012-01-06 20:48:00,1.1443770517871599e-06,C1.1
2012-01-06 20:54:00,9.913248959492194e-07,
2012-01-06 21:05:00,8.992427638077061e-07,
2012-01-06 23:51:00,1.0791071645144257e-06,
2012-01-07 00:09:00,3.807639586739242e-06,C3.8
2012-01-07 00:24:00,2.302987695657066e-06,
2012-01-07 01:26:00,1.0707410638133297e-06,
2012-01-07 02:16:00,1.0367391496401979e-06,
2012-01-07 02:30:00,1.6259334643109469e-06,C1.6
2012-01-07 02:41:00,1.2803074014300364e-06,
2012-01-07 03:29:00,1.055167672348034e-06,
2012-01-07 04:44:00,1.4290594663179945e-06,
2012-01-07 04:53:00,2.2819203877588734e-06,C2.2
2012-01-07 05:04:00,1.8132037666873657e-06,
2012-01-07 05:13:00,1.419308773620287e-06,
2012-01-07 10:28:00,8.407736231674789e-07,
2012-01-07 10:30:00,1.3260153082228499e-06,C1.3
2012-01-07 10:36:00,1.0198679092354723e-06,
2012-01-07 10:38:00,9.859957117441809e-07,
2012-01-07 10:42:00,1.413486074852699e-06,C1.4
2012-01-07 10:48:00,1.197404913000355e-06,
2012-01-07 13:45:00,1.071519704964885e-06,
2012-01-07 13:54:00,1.8177460106016952e-06,C1.8
2012-01-07 14:03:00,1.3366571920414572e-06,
2012-01-07 14:09:00,1.0549081252975157e-06,
2012-01-07 17:15:00,9.334354444945347e-07,
2012-01-07 17:34:00,1.7636284610489383e-06,C1.7
2012-01-07 17:53:00,1.5613210280207568e-06,
2012-01-07 17:57:00,1.6244237031060038e-06,C1.6
2012-01-07 18:01:00,1.5379436035800609e-06,
2012-01-07 18:02:00,1.5064074432302732e-06,
2012-01-07 19:44:00,8.985552995000035e-07,
2012-01-07 19:52:00,1.397653136336885e-06,C1.3
2012-01-07 20:05:00,1.1163408544234699e-06,
2012-01-08 02:01:00,1.1965660178248072e-06,
2012-01-08 02:27:00,7.08468087395886e-06,C7.0
2012-01-08 02:49:00,3.990398454334354e-06,
2012-01-08 03:21:00,2.3313491510634776e-06,
2012-01-08 03:25:00,4.187181275483454e-06,C4.1
2012-01-08 03:30:00,3.024236320925411e-06,
2012-01-08 03:38:00,2.2641238501819316e-06,
2012-01-08 04:30:00,1.016295072986395e-06,
2012-01-08 04:38:00,1.7050381302397e-06,C1.7
2012-01-08 04:50:00,1.2835089364671148e-06,
2012-01-08 05:20:00,9.755229939401033e-07,
2012-01-08 06:08:00,1.2323242799539003e-06,
2012-01-08 06:13:00,2.732624125201255e-06,C2.7
2012-01-08 06:17:00,1.513874394731829e-06,
2012-01-08 06:21:00,1.1772506240959046e-06,
2012-01-08 13:08:00,8.146928394126007e-07,
2012-01-08 13:19:00,2.6089453513122862e-06,C2.6
2012-01-08 13:27:00,1.4984307199483737e-06,
2012-01-08 14:16:00,8.0749009612191e-07,
2012-01-08 14:52:00,1.0844157714018365e-06,
2012-01-08 15:00:00,1.9312419681227766e-06,C1.9
2012-01-08 15:04:00,1.2383546845740057e-06,
2012-01-08 15:08:00,1.0801546750371926e-06,
2012-01-08 17:16:00,8.926247687668365e-07,
2012-01-08 17:26:00,2.026239826591336e-06,C2.0
2012-01-08 17:35:00,1.3646291563418345e-06,
2012-01-08 17:54:00,8.858244200382615e-07,
2012-01-08 19:13:00,6.904298857079993e-07,
2012-01-08 19:18:00,1.3069685564914835e-06,C1.3
2012-01-08 19:27:00,9.344134923594538e-07,
2012-01-08 20:14:00,6.640848937422561e-07,
2012-01-08 20:16:00,6.551172191393562e-07,
2012-01-08 20:21:00,1.0757422614915413e-06,C1.0
2012-01-08 20:39:00,8.311270676131244e-07,
2012-01-09 00:04:00,6.320991587926983e-07,
2012-01-09 14:48:00,7.646029871466453e-07,
2012-01-09 14:56:00,2.076403916362324e-06,C2.0
2012-01-09 15:00:00,1.084982841348392e-06,
2012-01-09 17:10:00,1.1065693570344592e-06,
2012-01-09 17:18:00,1.8972880297951633e-06,C1.8
2012-01-09 17:22:00,1.4133656804915518e-06,
2012-01-09 17:42:00,1.1351205557730282e-06,
2012-01-09 18:29:00,9.339379971606832e-07,
2012-01-09 18:35:00,1.337769731435401e-06,C1.3
2012-01-09 18:47:00,1.1266849924140843e-06,
2012-01-09 19:58:00,1.0540090897848131e-06,
2012-01-09 20:13:00,3.817589913523989e-06,C3.8
2012-01-09 20:29:00,2.367756678722799e-06,
2012-01-09 21:13:00,1.0485583743502502e-06,
2012-01-10 00:11:00,7.374191000053543e-07,
2012-01-10 00:18:00,1.0622546824379242e-06,C1.0
2012-01-10 00:22:00,8.479427719976229e-07,
2012-01-10 00:33:00,7.196394449238142e-07,
2012-01-10 01:47:00,7.31189743419236e-07,
2012-01-10 01:53:00,1.48624530993402e-06,C1.4
2012-01-10 01:57:00,9.451944720240135e-07,
2012-01-10 02:07:00,7.182248396020441e-07,
2012-01-10 04:12:00,6.425510150620539e-07,
2012-01-10 04:18:00,1.011783751891926e-06,C1.0
2012-01-10 04:25:00,7.990163339854917e-07,
2012-01-10 04:57:00,6.345047722788877e-07,
2012-01-10 07:45:00,5.80387165882712e-07,
2012-01-10 07:54:00,9.320868343820621e-07,B9.3
2012-01-10 08:09:00,7.480609269805427e-07,
2012-01-10 08:47:00,5.949050319031812e-07,
2012-01-10 14:10:00,6.767000968466164e-07,
2012-01-10 14:19:00,9.431179819330282e-07,B9.4
2012-01-10 14:34:00,7.879764893914398e-07,
2012-01-10 15:22:00,7.096464855749218e-07,
2012-01-10 15:29:00,1.071988094736298e-06,C1.0
2012-01-10 15:33:00,7.929642720228003e-07,
2012-01-10 15:40:00,7.252199338836363e-07,
2012-01-10 17:31:00,7.483204740310612e-07,
2012-01-10 17:45:00,1.3721656841880758e-06,C1.3
2012-01-10 18:00:00,1.029810050567903e-06,
2012-01-10 18:20:00,7.345639687628136e-07,
2012-01-10 20:28:00,7.332661766668025e-07,
2012-01-10 20:35:00,1.0609568334984942e-06,C1.0
2012-01-10 20:45:00,8.948404115471931e-07,
2012-01-10 22:27:00,7.802460118000454e-07,
2012-01-10 22:42:00,2.0945647065673256e-06,C2.0
2012-01-10 22:50:00,1.85221631454624e-06,
2012-01-10 23:01:00,2.4180505988624645e-06,C2.4
2012-01-10 23:05:00,2.0590616713889176e-06,
2012-01-10 23:10:00,1.834436602621281e-06,
2012-01-10 23:56:00,7.886037565185688e-07,
2012-01-11 00:11:00,3.1455285807169275e-06,C3.1
2012-01-11 00:25:00,1.8297043880011188e-06,
2012-01-11 01:37:00,8.879019333107863e-07,
2012-01-11 01:47:00,2.386808773735538e-06,C2.3
2012-01-11 01:57:00,1.5945760196700576e-06,
2012-01-11 02:28:00,8.545316063646169e-07,
2012-01-11 02:53:00,7.425500712088251e-07,
2012-01-11 03:04:00,1.339011987511185e-06,C1.3
2012-01-11 03:08:00,1.2328964658081532e-06,
2012-01-11 03:19:00,1.7531350522403955e-06,C1.7
2012-01-11 03:25:00,1.4107881725067273e-06,
2012-01-11 03:28:00,1.2261219808351598e-06,
2012-01-11 04:29:00,8.863964922056766e-07,
2012-01-11 04:38:00,1.6899330148589797e-06,C1.6
2012-01-11 04:40:00,1.6644963807266322e-06,
2012-01-11 04:46:00,5.359155693440698e-06,C5.3
2012-01-11 05:08:00,3.182255795763922e-06,
2012-01-11 05:20:00,1.6408766896347515e-06,
2012-01-11 07:15:00,8.754432201385498e-07,
2012-01-11 07:26:00,1.8339870848649298e-06,C1.8
2012-01-11 07:42:00,1.285283701690787e-06,
2012-01-11 08:08:00,8.52524351557804e-07,
2012-01-11 10:39:00,9.591590242052916e-07,
2012-01-11 10:45:00,1.479432285123039e-06,C1.4
2012-01-11 10:59:00,1.1662810948109836e-06,
2012-01-11 11:03:00,1.0341796041757334e-06,
2012-01-11 11:12:00,2.4037146886257688e-06,C2.4
2012-01-11 11:20:00,1.563009618621436e-06,
2012-01-11 11:26:00,9.975474313250743e-07,
2012-01-11 11:50:00,6.624637194363459e-07,
2012-01-11 12:00:00,9.301794534621877e-07,B9.3
2012-01-11 12:12:00,7.563065764770727e-07,
2012-01-11 13:05:00,7.056929689497338e-07,
2012-01-11 13:11:00,1.07711900909635e-06,C1.0
2012-01-11 13:30:00,8.779090308053128e-07,
2012-01-11 13:47:00,7.54545908421278e-07,
2012-01-11 13:57:00,1.1357961966496077e-06,C1.1
2012-01-11 14:09:00,9.081473990590894e-07,
2012-01-11 17:18:00,7.416415996885917e-07,
2012-01-11 20:42:00,9.357902399642626e-07,
2012-01-11 20:50:00,1.8012829059443902e-06,C1.8
2012-01-11 20:55:00,1.2579869235196384e-06,
2012-01-11 21:02:00,8.994435916065413e-07,
2012-01-11 23:37:00,6.406739316844323e-07,
2012-01-11 23:44:00,9.071091540135967e-07,B9.0
2012-01-11 23:52:00,7.67467497553298e-07,
2012-01-12 00:46:00,7.014798484306084e-07,
2012-01-12 00:58:00,2.133455609509838e-06,C2.1
2012-01-12 01:07:00,1.3443635680232546e-06,
2012-01-12 01:37:00,6.885019843139162e-07,
2012-01-12 02:10:00,7.074496579662082e-07,
2012-01-12 02:20:00,1.2683523209489067e-06,C1.2
2012-01-12 02:30:00,9.562349987390917e-07,
2012-01-12 02:56:00,6.798068739044538e-07,
2012-01-12 04:18:00,8.173720402737672e-07,
2012-01-12 04:23:00,1.2859026128353435e-06,C1.2
2012-01-12 04:28:00,9.841373866947833e-07,
2012-01-12 04:37:00,7.889505582170386e-07,
2012-01-12 13:06:00,1.8724711026152363e-06,
2012-01-12 13:23:00,4.759653165820055e-06,C4.7
2012-01-12 13:35:00,3.1597871839039726e-06,
2012-01-12 14:01:00,1.8755857809082954e-06,
2012-01-13 06:01:00,8.751090376790671e-07,
2012-01-13 06:05:00,3.1799272619537078e-06,C3.1
2012-01-13 06:09:00,1.5627575749022071e-06,
2012-01-13 06:14:00,8.986810939859424e-07,
2012-01-13 09:17:00,6.662478426733287e-07,
2012-01-13 09:23:00,1.1687934602377936e-06,C1.1
2012-01-13 09:27:00,8.398914701501781e-07,
2012-01-13 16:48:00,1.4620494539485662e-06,
2012-01-13 17:00:00,2.3948973648657557e-06,C2.3
2012-01-13 17:13:00,1.8474916032573674e-06,
2012-01-13 17:24:00,1.4534451793224434e-06,
2012-01-14 03:14:00,9.005564720609982e-07,
2012-01-14 03:35:00,3.1025081170810154e-06,C3.1
2012-01-14 04:04:00,1.9521730791893788e-06,
2012-01-14 06:04:00,9.043200179803534e-07,
2012-01-14 11:10:00,9.034116033035389e-07,
2012-01-14 11:21:00,1.7988832041737624e-06,C1.7
2012-01-14 11:28:00,1.2880274198323605e-06,
2012-01-14 11:37:00,1.270425173061085e-06,
2012-01-14 12:09:00,5.989235887682298e-06,C5.9
2012-01-14 12:25:00,3.520329755701823e-06,
2012-01-14 12:34:00,3.019709311047336e-06,
2012-01-14 13:18:00,2.114035487466026e-05,M2.1
